,link,text,timestamp,title
0,https://news.cnyes.com/news/id/4291152,"['南亞 (1303-TW) 今 (20) 日公告股利政策，董事會通過每股擬配息 5 元，配息率約 75.19%，一如往年盈餘配發水準。若以今日收盤價 76.2 元計算，現金殖利率約 6.56%。', '南亞公告，董事會通過擬每股配發現金股利 5 元，僅略低於去年的 5.1 元，為歷年來配息第三高，共將發出約 396.54 億元現金股利。', '南亞去年第 4 季受到美中貿易戰與國際原油價格下跌影響，各類產品營收減少。獲利受到化工產品因油價快速滑落，利差空間縮減影響，雖有認列南亞科收益挹注 23.2 億元，但認列台塑化虧損達 9.6 億元，加上不如第 3 季有現金股利收入挹注，使獲利表現衰退。', '南亞去年第 4 季合併營收 776.96 億元，季減 10.4%；稅後純益 43.28 億元，每股純益 0.55 元。去年全年營收 3330.58 億元，年增 8.8%，創新高；稅後純益 527.43 億元，年減 3.3%，每股純益 6.65 元。', '台塑四寶去年稅後純益 2109.41 億元，較 2017 年衰退 11％，但仍力守連 3 年獲利超過 2000 億元的水準。台塑化 (6505-TW)、台化 (1326-TW) 均已公布去年配息，分別為 4.8 元、6.2 元，而台塑 (1301-TW) 原定昨 (19) 日召開董事會並公布去年股利政策，但因有董事開會時程有所衝突，董事會順延至 25 日。']",2019/03/20 17:04,南亞每股擬配息5元現金殖利率約6.56%
1,https://news.cnyes.com/news/id/4292208,"['台灣半導體產業協會 (TSIA) 今 (22) 日舉辦會員大會，南亞科 (2408-TW) 總經理李培瑛會後受訪表示，美光減產對產業來說，具有正面意義，產品價格跌幅可望趨緩；他並預期，第 2 季 DRAM 價格跌幅將逐步縮小，第 3 季隨著旺季來臨，產業需求可望增溫。', '談及記憶體大廠美光將減產的消息，李培瑛表示，對產業來說具有正面的意義，產品價格跌幅可望趨緩，他並預期，第 2 季 DRAM 價格跌幅將會逐步縮小，而第 3 季適逢產業旺季，行動記憶體與消費型記憶體等產品需求，可望因此升溫。', '李培瑛認為，無論美光減產短期內效益如何，但長期來看，顯現出記憶體廠相對理性，可望讓市場趨於平衡，這才是最重要的。\n\xa0']",2019/03/22 20:29,談美光減產南亞科李培瑛：對產業具正面意義
2,https://news.cnyes.com/news/id/4285764,"['DRAM 大廠南亞科 (2408-TW) 今 (5) 日公告 2 月合併營收 33.95 億元，受市場需求保守，加上單價持續下滑，營收月減 20.28%，年減 42.72%，為 31 個月以來新低；前 2 個月累計營收 76.53 億元，年減 36.62%。南亞科並下修本季位元出貨量，預期第 1 季位元出貨量將季減 1 成。', '南亞科表示，2 月除受到農曆年假期工作天數減少外，也持續受到美中貿易紛爭造成市場需求下滑、關稅提高可能造成供應鏈調整，加上英特爾 CPU 缺貨等因素影響，使單月銷量減少約 14-16%，平均銷售單價也較上月下滑 4-6%。南亞科並下修本季位元出貨量，預期第 1 季位元出貨量將季減 1 成。', '不過，南亞科認為，第 3 季適逢傳統旺季，加上英特爾 CPU 缺貨情況可望獲得紓緩，且美中貿易戰造成供應鏈調整，可望在下半年到位，營運可望逐步回溫。', '南亞科總經理李培瑛認為，第 2 季市場需求可望較第 1 季上揚，且在上述因素帶動下，下半年市況一定會好轉，需求也可望比上半年好。\n\xa0']",2019/03/05 17:32,南亞科2月營收33.95億元寫31個月新低
3,https://news.cnyes.com/news/id/4287449,"['DRAM 大廠南亞科 (2408-TW) 今年度校園徵才活動，今 (9) 日從台大起跑，將擴大招募研發人才，預計徵才人數超過 300 人，目前員工基本薪資為 15 個月，加上季獎金、年終分紅等，平均薪資上看 20 個月，大學畢業年薪可望逾 80 萬元、碩士畢業約 100 萬元、博士則逾 130 萬元。', '南亞科為因應今年持續強化先進製程開發，產品多元化應用與下世代記憶體產品設計，預計徵才超過 300 人，並將擴大招募研發人才，職缺包含 IC 設計、電路佈局、電腦輔助設計、先進製程開發、製程整合、人工智慧技術應用、生產製造技術等類別，其中，研發人才預計招募逾 100 人。', '南亞科總經理李培瑛表示，公司的薪資水準若以月薪起薪來看，大學畢業約 4.1 萬、碩士畢業 4.8 萬、博士畢業 5.7 萬，而基本薪資為 15 個月，再加上三節獎金、季獎金、年終分紅與目標達成獎金等，平均薪資上看 20 個月，大學畢業年薪可望逾 80 萬元、碩士畢業約 100 萬元、博士則逾 130 萬元。', '李培瑛表示，公司極度重視研發，每年均投入大筆資金與人力，從事產品與製程研發，近年研發團隊成功開發出全台首顆 8Gb DDR4，並成為雲端與數據中心市場關鍵零組件供應鏈，今年低功率 LPDDR4/4X 系列產品，也將陸續開發完成，切入工業級與車用等市場。', '在中國全力發展半導體產業之下，南亞科也深受其害，工程師等人才先前頻遭挖角。李培瑛說，這也為南亞科帶來警惕，讓公司更關注同仁感受，增進與同仁的互動，且在發展競爭力上也更加積極，將會持續善待員工、回饋股東，相信未來一切會更好。']",2019/03/09 13:36,〈台大校園徵才〉南亞科徵才300人平均薪資20個月碩士畢業年薪上看百萬
4,https://news.cnyes.com/news/id/4285123,"['鈊象 (3293)：去年每股獲利 12.44 元，且連續三年賺逾 1 個股本，今年在新款商用機與線上遊戲挹注之下，全年營運可望挑戰 10 年新高，股價走出波段走勢。', '豐達科 (3004)：去年稅後純益 3.01 億元、年增 62%、EPS 達 5.72 元，創歷史新高，今年營運成長值得期待，今日量增突破首日。\n\n神達 (3706)：近年來數位轉型及產品組合調整效果浮現，去年稅後盈餘 32.96 億元、EPS 達 3.58 元，可望走出波段走勢。\n\n南亞科 (2408)：上週召開董事會，通過擬配發現金股利 217 億元，配發率達 55%，換算每股股利將逾 7 元，為史上最高，優於市場預期，今日跳空突破後賣壓湧現。\n\n德律 (3030)：去年全年稅後盈餘 10.64 億元、EPS 達 4.51 元，且董事會決議擬每股配息 3.7 元，今日量增突破並收復年線。']",2019/03/04 13:56,鈊象、豐達科、神達、南亞科、德律
5,https://news.cnyes.com/news/id/4287805,"['台塑集團加碼位於美國路州的投資案，以因應建廠資金需求，台塑化 (6505-TW)、台化 (1326-TW) 與南亞 (1303-TW) 今(11) 日宣布，將依原持股比例參與增資，增資約 1.5 億美元(約合新台幣 46.16 億元)，以進行路州乙烷裂解廠及下游廠投資計畫。', '台塑集團在美國路州的投資案，由美國子公司 FG INC 負責，台塑化主導推動，其中，台塑化持股 57%、台化持股 30%、南亞持股 10%、福懋 3％，一期投資包括乙烯、丙烯及 HDPE、LLDPE 與 PP 廠，二期則有乙烯、HDPE、LDPE 與 EG 廠投資計畫。', '據悉，路州案一期共有 7 個工廠，產能規劃包括乙烯年產能 120 萬噸，下游 HDPE、LLDPE 各 40 萬噸，及丙烯、下游衍生物 PP 各 60 萬噸，預計在 2022 年至 2024 年間，陸續完工投產。', '目前 FG INC 資本額為 2.2 億美元，由於已陸續陸續辦理取得建廠土地等各項前期作業，考量後續仍有支付技術授權費、基本設計費及前期工程費用等資金需求，台塑化、台化與南亞將依投資架構，按原持股比例參與增資，以進行路州乙烷裂解廠及下游廠投資計畫。', '其中，台塑化將投資 8550 萬美元、台化投資 4500 萬美元、南亞投資 1500 萬美元，總增資金額共達 1.5 億美元。', '在路州投資案之前，台塑集團在美國的首要生產基地為德州，從 1978 年前往美國設廠至今，在德州總投資額超過 110 億美元。至於路州公司在此次增資後，資本額將達到 3.7 億美元，後續隨著資金持續挹注，將陸續增資至 40 億美元。', '對台塑集團而言，在路州的石化廠可使用低成本頁岩氣為原料，生產乙烯與下游衍生物，在掌握低價的乙烯原料優勢之下，對集團競爭力將有所提升，也將使台塑集團在美國的一貫化石化佈局，更為完備。']",2019/03/11 19:13,因應建廠資金需求台塑集團加碼投資路州投資案46億元
6,https://news.cnyes.com/news/id/4286388,"['台塑四寶今 (6) 日公告 2 月合併營收共 1157.75 億元，受到農曆春節因素影響，工作天數減少，營收月減 16.2%，年減 8.6%。台塑 (1301-TW)、南亞 (1303-TW) 與台化 (1326-TW) 對第 1 季展望維持先前看法，認為營收將不如去年第 4 季，不過，三寶也同時看好，第 2 季在產品價格看漲且需求回溫下，營運表現將會優於第 1 季。', '台塑', '台塑董事長林健男表示，受到農曆春節影響，部分 2 月訂單延至 3 月交貨，且春節後下游客戶陸續開工，增加採購量，預期 3 月主要產品出貨量將會較 2 月大幅增加，且在 AN、MMA 等廠陸續完成歲修下，3 月開工率將達 95%，高於第 2 季的 85%，產銷量同步增加，加上步入石化產品需求旺季，產品價格將上漲，營收將優於 2 月。', '第 1 季整體來看，林健男維持上月看法，由於首季共有 6 個廠歲修，開工率為 90%，略低於去年第 4 季的 92%，加上農曆春節因素使出貨天數減少，且產品平均價格均較去年第 4 季下跌，預期第 1 季營收表現將不如去年第 4 季。', '展望第 2 季，林健男認為，第 2 季步入石化產品需求旺季，整體營運可望回溫，且出貨天數也較第 1 季增加，開工率將達 93%，高於第 1 季的 90%，產品銷售量將會提升，且在亞洲進入輕油裂解廠歲修朝之下，下游廠相繼安排歲修，使石化產品供給吃緊，行情看漲，價格預期也將優於第 1 季，帶動整體營收表現較第 1 季佳。', '不過，林健男也說，美中貿易戰仍存在諸多不確定因素，中國未來可能為了平衡中美貿易逆差，大量進口美國石化產品，衝擊亞洲石化市場，將持續密切關注。', '南亞', '南亞董事長吳嘉昭認為，3 月營運會較 2 月大幅成長，可能會與 1 月相當或稍微優於 1 月，不過，第 1 季因工作天數減少，營收將不如去年第 4 季，且由於去年同期電子材料銷售暢旺，今年第 1 季與去年同期相比，營收表現會小幅衰退。', '展望第 2 季，吳嘉昭預期，因工作天數增加，加上市場不確定因素降低，產品價格有緩和趨勢，且 3 月起進入聚酯產業需求旺季，將推升下游開工率，市場累積的庫存可望去化，預期第 2 季營收將會優於第 1 季。', '吳嘉昭認為，電子材料產品方面，歷經 2 年的好光景，此期間中國也擴建許多銅箔基板與銅箔廠，使市場呈現供過於求情況，預期 6 月前，下游客戶備貨意願都不會太高，第 2 季結束後，市況才可望轉佳。', '吳嘉昭也說，雖然美中貿易戰陰影還未消除，但談判也未釋出更負面訊息，國際油價從今年初來也溫和上漲，原物料報價應可回穩。雖然全球經濟成長已過高峰，但仍有擴張動能驅動，實際需求回溫程度，還得謹慎觀察相關因素後續發展。', '台化', '台化副董事長洪福源指出，近期營運狀況，得觀察油價能否緩步上升、美中貿易戰衝突能否緩和、中國經濟衰退是否有解決辦法等三大因素，他指出，元宵節過後，市場需求確實逐步回溫，對本季展望維持上月看法。', '洪福源表示，3 月營收將會優於 2 月，盼能達到 1 月水平，仍預估第 1 季營收將不如去年第 4 季，其中三分之一受到銷售量影響，三分之二的影響則是來自產品價格，但預期第 1 季表現將會達標。', '展望第 2 季，洪福源認為，雖然有廠房將定檢，但目前粗估無論價格或銷售量，第 2 季營運表現仍會優於第 1 季。他強調，仍盼油價能緩步上升，帶動石化產品價格走揚，對營運較為有利。', '台塑化', '台塑化 (6505-TW) 總經理曹明表示，3 月起將有一套煉油廠設備定檢，將使第 1 季煉油事業平均開工率降至 87%，不過，第 2 季在定檢陸續結束之下，煉油開工率將會提升至 93%，烯烴事業開工率則維持 100%。', '曹明表示，2 月下半旬至 3 月，原油價格緩步走升，使 3 月初成品油價格與原油價差達到 7.9 美元，較 1、2 月的 6.3 美元上下大幅改善。而第 1 季布蘭特原油每桶約 60 美元，第 2 季在俄羅斯減產與美國經濟制裁伊朗，及沙烏地阿拉伯配合減產下，預估國際油價可能介於每桶 63 至 65 美元間。\n\xa0']",2019/03/06 22:21,〈台塑四寶業績發表〉產品價格看漲+需求回溫三寶看好Q2將優於Q1
7,https://news.cnyes.com/news/id/4284917,"['台塑四寶去年盈餘配息金額，可望於 3 月中旬後陸續出爐。從四寶近 3 年配息率來看，均維持在 70-75% 上下，市場預期，南亞、台塑化每股現金股利可能介於 4 至 5 元間，台塑、台化則將逾 5 元水準，台化甚至可能上看 6 元。', '台塑四寶將於 3 月中旬陸續召開董事會，通過去年財報與股利政策。四寶去年前 3 季獲利大豐收，原先預期全年可望輕鬆超越 2017 年表現，惟第 4 季在國際油價重挫下，拖累塑化報價與買盤信心，四寶去年稅後純益為 2109.41 億元，較 2017 年衰退 11％，但仍力守連 3 年獲利超過 2000 億元的水準。', '從 EPS 來看，台化去年全年每股大賺 8.34 元，榮登四寶每股純益王，其次為寫下歷史次高 EPS 的台塑、每股純益 7.78 元，南亞每股純益為 6.65 元，台塑化則為 6.3 元。觀察塑化產業處於榮景狀態的近 3 年，台塑四寶配息率表現均維持 70-75% 上下。', '回顧台塑四寶 2017 年的股利配發金額，四寶紛紛寫下歷史次高紀錄，台塑每股配發現金股利 5.7 元、南亞配發 5.1 元、台化配發 7 元、台塑化則配發 6.3 元，四寶合計發放約 1778 億元現金股利，為台股帶來一波可觀動能。', '不過，由於四寶去年獲利表現不如 2017 年，以過往配息率來看，去年盈餘配發現金股利金額，可能不會改寫 2017 年的歷史次高紀錄。市場預期，南亞、台塑化每股現金股利可能介於 4 至 5 元間，台塑、台化配息則將超過 5 元水準，台化甚至可能上看 6 元。']",2019/03/01 17:30,〈盤點高股息概念股〉台塑四寶配息3月中旬後出爐台化可望上看6元冠四寶
8,https://news.cnyes.com/news/id/4285266,"['亞股走強台股獨憔悴 沒強勢股就沒賺頭', '1. 美國經濟 Q4 GDP 優預期！但庫存飆、或為 Q1 逆風。', '2. 南韓 2 月製造業 PMI，創 44 月新低。', '3. 中國兩會接連開幕為期 11 天 政策風向成焦點。', '4. 美中可望於 3 月底峰會敲定貿易協議，時間約在 3/27。', '國際股市觀察:', '亞洲股市漲勢強勁，只有台韓股市呈現弱勢。資金行情漲勢稍微受挫，國際消息面仍然以中國兩會的進行為主。美中貿易大戰，將由檯面上轉化至檯面下，短期對於股匯市的影響將弱化。', '長假後開盤 K 線的第一天，台股加權指數開平走低都在平盤下震盪，終場收在 10349.88 點，下跌 39.29 點，成交值則較前一交易日相差不多為 1373.12 億元，K 線為帶上影線跌破 5 日均線的黑 K 棒，目前盤面股王與權值王表現不理想，人氣股族群被動元件在中午過後卻拉抬尾盤，品牌股 2357 華碩也表態，暫時以短線反彈視之。', '上櫃指數收在 138.02 點，上漲 0.63 點，漲幅 0.46%，成交量為 347.39 億，K 線收一根量增的跳空漲帶上影線的小紅 K 線，盤中再創波段新高價；現在遇到年線壓力 138.91，內資氣勢勝過外資控制的加權指數。', '台股指標重心：今天股王大立光 (3008) 開高走低，上漲 5 元收在 4365 元。另外是過去股王聯發科 (2454) 量縮盤整，跌 3 元，收 277 元，台積電 (2330) 開平一路走低，跌 3.5 元，收 235.5 元，股價帶量跌回年線與半年線支撐。金融股因為美國無法持續升息的消息面影響多數走低，強勢的權值股只剩下台灣高鐵，鴻海集團雙雄 - 鴻海 (2317) 與鴻準 (2354) 無法維持波段漲勢，中國兩會的經濟議題能否嘉惠台商產業，實在讓市場質疑。台股資金行情能再跑多遠? 電子產業因題材不同而走勢分歧。', '以技術面角度分析上市大盤指數，多方挑戰 10500 高點沒有一鼓作氣的決心，出現兩天收震盪十字線後收黑 K 線的格局。指數封閉 02/25 多方的跳空缺口，拉抬指數用的大立光與台積電熄火，其餘的重型股鮮有表態。投資人當下的策略就是選擇有題材個股作短線，等待大盤修正足夠後再決定投入新標的。', '第一檔持股追蹤: 創意 (3443) 收盤以 10 日均線作支撐小跌 2 元，成交量縮到 2150 張，上下振幅 6 元。當沖客無法擾亂籌碼，大戶平均持有成本 212 元。預估未來寸步走漲，待脫離 220 元的盤整區後才有明顯多頭走勢。', '第二檔持股追蹤: 南亞科 (2408) 在利多推出時卻是開出一點高盤，同時爆出大量。持股在上午全部獲利出清，高現金殖利率股題材發酵不如預期，先獲利落袋。', '第三檔持股追蹤: 揚明光 (3504)，股價出現量縮盤整格局。近期法人與散戶都沒有進場，可推估籌碼被主力收回。因為去年 EPS1.57 元，本益比過高的問題會讓 90 元整數關卡成壓力。以務實角度來分析，近期都會呈現區間盤整個格局，盤中不宜追高。', '作者: 華冠投顧 黃烱烈分析師\xa0 \xa0\n華冠證券投資顧問股份有限公司 (104) 證管投顧新字第 009 號本資料僅供參考投資時應審慎評估']",2019/03/04 16:51,【華冠投顧】利多收割: 2408南亞科現金滿滿
9,https://news.cnyes.com/news/id/4284903,"['上市櫃公司今年股利政策陸續出爐，市場預估，去 (2018) 年全體上市櫃公司獲利有望達 2.2 兆元，法人估，以去年平均配發率 7 成估算，估今年上市櫃公司約可發出 1.5 兆股息，其中以被動元件、記憶體、矽晶圓與金融等族群，可望成為今年的高殖利率族群。', '上市櫃公司農曆年後陸續公布今年股利政策，其中重量級權值王台積電，今年每股將配\xa010 元現金股息，並開市場首例，將過去「每年配息」改為「每季配息」引發市場熱議，預估今年\xa04 月 1 日上市櫃公司年報公告截止前，上市櫃公司將陸續公布今年股利，可望進一步掀起一波配息行情。', '證交所董事長許璋瑤日前也公開表示，預估今年上市櫃公司可派發 1.5 兆元現金股息，台股殖利率在全球市場名列前茅，將支撐台股站穩萬點。', '法人表示，今年高殖利率可聚焦幾個族群，包含被動元件、記憶體等，從目前已公布股利政策的上市櫃公司來看，包括台郡、遠傳、華新與南亞科等，殖利率都已超過 5% 。', '至於向來被視為定存股的金融族群，目前普遍尚未敲定今年股利，不過法人認為，美國升息循環拉高銀行外幣存放利差，因此包括中信銀、兆豐銀與第一銀等美元放款部位大的銀行，皆可望受惠，進而帶動銀行母公司金控今年繼續配發較高的現金股息。']",2019/03/01 17:00,〈高股息理財術〉上市櫃公司今年估配1.5兆股息法人點名看好這些高殖 ...
