,link,text,timestamp,title
0,https://news.cnyes.com/news/id/4276914,"['去年紡織市場回溫，從上游聚酯化纖到下游成衣代工，營收獲利表現均繳出佳績，但展望今年卻兩樣情，上游遠東新 (1402-TW)、新纖(1409-TW) 保守看市況，下游的儒鴻(1476-TW)、聚陽(1477-TW)、廣越則較為樂觀。', '去年第 4 季原油價格大跌，加上第 1 季為傳統瓶用酯粒淡季，遠東新對首季展望較為保守，全年來看，由於美中貿易戰爭端尚未明確解決，下游客戶下單較保守，且國際油價走勢震盪，也牽連營運表現。', '新纖也因為美中貿易戰、油價波動，加上去年營運基期較高，對今年展望也偏向保守，不過遠東新、新纖還是認為，聚酯應用範圍越來越多，連熱飲都開始使用，整體需求仍佳。', '相對上游保守，下游成衣廠展望相對樂觀，儒鴻、聚陽都指出，目前訂單都已經接到上半年且都優於去年同期，且今年下游客戶展望佳，加上都有新增客戶，在 ASP 提升下，均看好今年營運依舊能維持成長動能。', '此外，去年儒鴻擴產告一段落，今年在接單暢旺下，可望完整貢獻，聚陽則指出，產能目前看來依舊吃緊，今年計畫再擴增 7-10%，因應訂單需求成長。']",2019/02/10 16:00,〈豬年產業景氣展望〉紡織看法兩樣情上游聚酯化纖偏保守下游成衣樂觀 ...
1,https://news.cnyes.com/news/id/4284738,"['台股今 (27) 日 MSCI 效應在最後一盤爆量作價，終場加權指數小跌 2.38 點，收在 10389.17 點，月線大漲 457 點，周線連三紅。外資今天又買超 45.35 億元，不但為連 8 買，累計今年短短 2 個月，外資已買超突破千億、達 1016.86 億元。其中，外資今天買超 MSCI 新資優生上海商銀居冠，且著墨標的明顯集中在金融股與面板雙股。', '今日台股土洋法人對作，除外資買超 45.35 億元，投信和自營商都站在賣方，投信賣超 12.11 億元，自營商賣超 13.3 億元，皆是連續 2 天減碼，三大法人合計買超 19.83 億元。', '在台指期淨部位方面，三大法人淨多單減少 1847 口至 30401 口，其中，外資空單加碼超過多單加碼，淨多單減少 423 口至 59961 口，些微跌破 6 萬口，不過仍在相對高水位。', '從外資操作來看，買超前 10 名個股為上海商銀 43673 張、群創 23028 張、元大金 12011 張、新光金 11307 張、友達 10338 張、元大台灣 50 獲買超 9697 張、中信金 9573 張、兆豐金 8749 張、長榮航 8603 張、台灣高鐵 8531 張。', '外資賣超前 10 名個股為：華新 28166 張、旺宏 11983 張、華航 5270 張、志嘉 5000 張、聯電 4738 張、日月光投控 4416 張、鴻海 3899 張、國泰金 3795 張、富邦 VIX 遭賣 3478 張、台塑 2961 張。', '投信買超前 10 名個股為：華航 5198 張、長榮航 4060 張、鈊象 1849 張、健鼎 989 張、寶成 984 張、奇鋐 847 張、台泥 800 張、南亞科 663 張、世界 662 張、康舒 630 張。', '投信賣超前 10 名個股為：上海商銀 4557 張、光寶科 3739 張、遠東新 2676 張、欣銓 2211 張、瑞儀 1513 張、元太 1051 張、嘉聯益 848 張、智原 844 張、強茂 746 張、玉晶光 616 張。', '自營商買超前 10 名個股為：國泰中國 A50 獲買 8755 張、元大 MSCI A 股 7603 張、元大滬深 300 正 2 獲買 3674 張、FH 滬深 3439 張、元大高股息 3051 張、元大 S&P 原油正 2 獲買 2336 張、華南金 1979 張、國泰臺灣低波動 30 獲買 883 張、富邦上証 767 張、國喬 747 張。', '自營商賣超前 10 名個股為：元大台灣 50 反 1 遭賣 19497 張、富邦 VIX 遭賣 10522 張、富邦上証正 2 遭賣 5586 張、上海商銀 3171 張、富邦上証反 1 遭賣 2480 張、元大滬深 300 反 1 遭賣 1892 張、聯電 1629 張、臻鼎 - KY 遭賣 1562 張、台表科 1544 張、華新 1256。', '其中，MSCI 新的資優生上海商銀，今天爆出 21 萬張上市以來的天量，出現本土法人丟、外資撿的戲碼，不但為外資買超之冠，今年以來更已獲外資加碼超過 21 萬張，外資持股比超過 5 成 3，推升其股價躍升金融股股王。', '整體來說，在中美貿易戰談判出現進展後，外資開始回籠，外資今年短短 2 個月以來，共買超 1016.86 億元，其中，光是 2 月單月就大手筆買超 637.9 億元，占比 62.7%，顯見 2 月雖然工作天數較短，但外資加碼力道與速度超越 1 月。只要國際股市在連假期間不添亂，長假過後，挾帶外資連買氣勢，台股可望蓄勢挑戰年線。']",2019/02/27 18:36,外資連8買短短2個月買超破千億元最愛MSCI新資優生
2,https://news.cnyes.com/news/id/4281905,"['連鎖百貨業者遠百 (2903-TW) 金豬年節檔期業績開紅盤後，旗下連鎖量販店愛買最新宣布，為因應暖冬，今年首次推出暖冬出清活動，預計帶動業績成長 20%，同時，遠百運用遠東集團的資源，與 HAPPY GO 首次在農曆年後推出點數 2:1 超值兌換比例，藉此再搶一波 228 連假出遊商機，為第 1 季業績成長添新動能。', '由於今年適逢暖冬，冬季服飾買氣平平，主計總處最新調查，部分冬季服飾售價較去年優惠，使 1 月成衣價格下跌 1.92%。', '愛買進一步說明，受到暖冬的影響，今年冬季熱賣款皆是「微保暖」款式，如機車騎士防風外套、鋪棉外套等，為了趕在春季前衝刺最後一波銷售，至 3 月 12 日推出全館上千款服飾出清特賣 99 元起，今年更是首次推出冬季當季出清特賣和過季夏季款式特賣，下殺 1 折以下，長袖短袖一起賣，目標業績成長 20%。', '除了量販店在年後衝刺淡季業績，遠百也運用集團資源，HAPPY GO 首次在農曆年後攜手集團遠東百貨、遠東 SOGO 百貨 (台北三館) 和遠企購物中心推出點數 2:1 超值兌換比例，也就是活動期間持卡單卡扣 200 點，即可兌換 100 元購物金或抵用券。', 'HAPPY GO 顧客經營事業部副總經理李明城指出， 從 2018 年的百貨周年慶超值點數兌換的消費者使用行為觀察發現，超值兌點不僅讓消費者消費行為更具黏著性，卡友消費次數也會因此高於整體平均 2 倍，而女性卡友為百貨公司推出超值兌點活動時的消費族群大宗，占比高達 83%，顯示女性卡友更為精打細算。', '另外，遠百轉投資 SOGO 百貨台北店於也將於明日起推出「2019 春季化妝品節」，一口氣集結 8 大品牌推新品獨家首賣，力拚傳統淡季維持成長動能。']",2019/02/20 10:39,愛買、HAPPY GO淡季罕見推行銷活動遠百Q1添成長新動能
3,https://news.cnyes.com/news/id/4281420,"['延宕 2 年的環狀線第一階段，可望在今年底通車，房仲業者統計環狀線 14 個站點 2018 年房價表現，和 2016 年相較，有 5 站區住宅回漲，9 站持續下修盤整，其中以景平站區域漲 4.3% 漲最多。', '其餘包括中原橋、華中橋和景安等地，漲幅約 1.5-3.2%；而板橋則跌最深，均價從每坪 47.7 萬元跌至 41 萬元，跌幅達 13.7%。', '新北環狀線第一階段將經過中和蘆洲、松山新店、板南線、機場捷運線、新莊中和線等五條現有捷運線，及興建中的安坑線、南北線和萬大線，共 8 條捷運，將串聯新北市新店、中和、板橋和新莊的交通，預計將有 14 站車站，並將陸續新增 6 個雙捷運交會站。', '台灣房屋智庫發言人張旭嵐表示，隨著捷運網絡逐漸完整，捷運的利多效益趨緩，而環狀線通車時程延宕約兩年，加上目前房市轉向，周邊房跌多漲少，尤其是原本就有捷運經過的站點，新北產業園區、板橋和大坪林站難受到通車效應帶動，房價仍持續修正。', '台灣房屋板橋特區遠百特許加盟店店東賴玉枝則指出，板橋站發展最早，不僅交通上有五鐵共構，特區周邊百貨商城豪宅林立，還有都更題材，多頭時期漲勢不斷，但環狀線一直延宕通車，且又是高架規劃，因此周遭房市並無太多加分作用，且這兩年房價持續修正盤整，導致降價才能換成交，單價持續盤整。', '捷運新北環狀線 14 站中以中和地區，包括中原到景平等五站點，房價有略為回溫的趨勢，張旭嵐指出，環狀線第一階段通車，對於新莊中和新店三區的交通最有助益，未來可串聯新店遠東工業區、中和遠東工業區，和新北產業園區，對於相關產業業者而言，購屋區域和交通工具上都多一項選擇。而通車站點居中的中和左右逢源，且自住環境優質，機能最成熟，人口居住穩定，剛性需求支撐，在交通利多下，買氣優先回穩。', '尤其，雙捷運站對乘客轉乘的交通便利性大幅提高，但由於現行站點房價已經不低，加上近年房價盤整，通車行情有限，若周邊商業發展和生活機能成熟，或大型企業進駐，綜合利多區域將有機會優先吸引買盤。', '\xa0']",2019/02/19 13:15,〈房產〉捷運環狀線年底通車房價表現中和最受惠但板橋無感
4,https://news.cnyes.com/news/id/4281581,"['林幸蓉 分析師', '焦點個股：3406 玉晶光、5483 中美晶、2327 國巨、3035 智原、1589 永冠 - KY', '昨天美國華盛頓日休市一天，台股持續繼續驚驚漲，控盤者趁陸股拉抬時拉傳產股如 1402 遠東新、1102 亞泥、1101 台泥、1326 台化等，收盤漲 6 點，成交量 1,013.92 億。OTC 今日盤中再以 136.59 創高…… 收盤漲幅 0.34%，成交量再縮至 338 億。合計今日上漲檔數 832 家（16 檔漲停），下跌檔數 579 家。', '今日矽晶圓 5483 中美晶、3016 嘉晶，被動元件 6173 信昌電、2327 國巨、2492 華新科均量縮整理…… 資金開始輪動…… 飆股仍然持續強強滾…… 幸運星 1/3 帶全國會員買進的 9921 巨大〔150…172〕創高…… 帶動 1526 日馳、9914 美利達盤中大漲。而 1/21 帶全國會員買進的 IC 設計 3035 智原…… 整理過後，今天急拉漲停板！！1/23 帶會員 74 元買進的生技領頭羊【1795】美時「時時美麗」過年後兩根漲停，昨天漲停後，今日再創新高〔74…113.5〕漲勢凌厲！！連今日最強勢的族群也是 1/24 給學員的風電概念「永遠的冠軍」1589 永冠 - KY 攻上漲停，帶動 2208 台船、2013 中鋼構等大漲。光學鏡頭強勢股有 3406 玉晶光…… 股票低檔分享，果然飆股持續搶搶滾 ING…… 恭喜大家發大財……', '※以上內容由華冠投顧 林幸蓉分析師 整理提供，投資人於投資前請審慎評估，遵守紀律，嚴設停利停損。']",2019/02/19 17:31,【華冠投顧】幸運星-飆股持續搶搶滾ING......恭喜大家發大財......
5,https://news.cnyes.com/news/id/4283966,"['二○二○年的東京奧運進入倒數計時，供應鏈在今年便開始拉貨，其中製鞋三雄中的寶成、豐泰，提供運動鞋膠的南寶，都有機會提前發酵。', '【文／劉瓊雯】', '四年一度的世足賽、奧運以及籃球、棒球、網球等全球重要的職業運動賽事，不斷對運動產業創造極高的產值之外，也常常影響運動概念股相關股價，進入二○一九年，代表著距離二○二○年的東京奧運開幕進入倒數計時，這一年多的時間，相關受惠族群與供應鏈在今年就會開始拉貨，並且有機會提前發酵。日本央行估算，二○二○年東京奧運可為日本ＧＤＰ增加二五～三○兆日圓，而一七年訪日的外國觀光客高達二八六九萬人次，超過台灣人口數，日本政府預期屆時東京奧運時觀光人數能突破四○○○萬人次，奧運商機看俏。', '拉貨行情可望提前啟動', '日本政府為了迎接全球的遊客，除機場之外，東京都內的各大車站、賣場等都特地加裝大型數位看板；此外，東京奧運將以８Ｋ超高畫質訊號轉播，更刺激８Ｋ電視的銷售。因應超高畫質電視時代的來臨，並搶搭二○二○年東京奧運以８Ｋ解析度的轉播商機，面板雙虎友達、群創都推出超大尺寸的８Ｋ電視面板作為高階主力產品，納入 Mini LED 技術的顯示器也陸續亮相，業界更開始發展 Micro LED 技術，市場預計量產還有一段時間。', '除了面板的商機即將顯現之外，隨著近年來健康意識抬頭，國內的運動風氣漸增，為了維護個人健康，民眾對於休閒活動越來越重視，並且越來越多人養成規律的運動習慣，規律運動的人口逐年成長，帶動每年運動消費支出已超過一二○○億元，而這波席捲全球的運動風氣，再搭上奧運的風潮，根據歷史經驗顯示，奧運前一年運動鞋、運動服飾的拉貨行情可望提前啟動，看好二○二○年東京奧運運動鞋、運動服飾可望提前備貨，帶動相關產業鏈的業績成長，外界也引頸期盼相關概念股，可望挑戰新高紀錄，例如製鞋代工的寶成、豐泰、百和和鈺齊ＫＹ，或是提供品牌鞋廠的鞋膠供應商南寶，以及機能性布料的遠東新、儒鴻及聚陽等，業績發展值得期待。', '製鞋三雄搶攻奧運商機', '隨著美國運動大廠耐吉（Nike）在一八年展現強勁的成長動能，在十二月公布的最新財報超乎市場預期，營運表現亮眼，最新財報顯示，截至十一月底的年度第二季營收九三．七億美元，成長率九．六％，優於外界預期的九二億美元，尤其在北美和大中華兩大重要地區的表現優異，營收成長分別為八．五％及二六．四％，而在服飾及鞋類產品銷售皆達雙位數成長，推升單季獲利年增逾一成。', '其中，製鞋大廠豐泰，可以說是台灣最純的耐吉概念股，有將近九成的營收來自耐吉，而耐吉的銷售成長表現，也直接反應在豐泰的獲利上，一九年仍維持出貨高檔，加上二○二○年東京奧運登場，再受最大客戶耐吉對外說法表示今年展望樂觀，看好一九年銷售可望持續維持成長，以及會計年度營收年增高個位數的財測支撐之下，營收將增添成長動能，豐泰一八年全年營收達六四四．九九億元，成長率九．九％，前三季ＥＰＳ五．六二元，一九年一月營收六二．三六億元，較去年同期增加十七．五五％，創歷史新高。', '\xa0', '來源：《先探投資週刊》 2027 期\n更多精彩內容請至\xa0《先探投資週刊》']",2019/02/26 09:33,奧運概念股站上起跑點
6,https://news.cnyes.com/news/id/4280416,"['林幸蓉 分析師', '焦點個股：2327 國巨、2492 華新科、6153 嘉聯益、3481 群創、6182 合晶', '前日美中貿易市場情緒樂觀，昨日突然又轉為悲觀，加上昨日美國公布去年 12 月零售數據下降 1.2%（2009 年以來單月最大跌幅），道瓊指數下跌 103 點，今日韓國、日本股市跌幅都超過 1%，陸股與港股也跌很大！！台股早盤上漲再上半年線。今天漲停的反而是跌很深、並且裁員利空罩頂的 6153 嘉聯益。昨日太陽能 6244 茂迪也一日行情…… 人氣股被動元件族群如 2327 國巨、3026 禾伸堂等公布營收優於預期卻利多不漲，還有華新集團 2492 華新科、6173 信昌電熄火…… 矽晶圓 6182 合晶、5483 中美晶、3016 嘉晶等也偏弱，面板股 3481 群創軟弱無力…… 台股還是無法擺脫亞洲股市大跌影響，10 點過後開始跳水由紅翻黑。雖然有看不見的手 hold 住－非金電權值股 2912 統一超、1402 遠東新、2890 永豐金，防禦電信股 2412 中華電、3045 台灣大、4904 遠傳等撐盤，連續三天盤中站上半年線，但是「三上三下」，收盤下跌 24 點，振幅近 80 點日 K 連三黑！！失守五日線，成交量縮至 1,125 億。', 'OTC 指數跌 0.36%，週 K 雖然達成連五紅，但日 K 收黑終止連五紅…… 自從新春開紅盤以來，已經上漲 5.03%，明顯優於大盤……', '昨天老師已經預告，大盤需要洗個盤，才有機會再上攻…… 果然不只台股洗澎澎…… 美股亞股一起進澡堂洗刷刷先囉！！', '股市無常，唯一不變的是瞬息萬變…… 漲多拉回整理是好事…… 昨天已在群組及節目中提到遇高盤要拉回，記得愛賺多少自己決定喔…… 全國會員也已滿滿獲利 + 滿手現金 + 滿心期待…… 股票不用天天買…… 休息一下，賺到錢開心度假先…… 下週洗完，幸運星團隊再上新菜囉……', '※以上內容由華冠投顧 林幸蓉分析師 整理提供，投資人於投資前請審慎評估，遵守紀律，嚴設停利停損。']",2019/02/15 17:35,【華冠投顧】幸運星-股市無常唯一不變的是瞬息萬變……果然開始洗好大 ...
7,https://news.cnyes.com/news/id/4283908,[],2019/02/26 08:33,[表三2]台灣集中市場股價創新高
8,https://news.cnyes.com/news/id/4283884,"['\n◆盤勢分析', '1. 趕在 3/1 最後期限之前，美國川普總統週日在推特上稱貿易談判有進展，並期待中美雙方簽訂協議，無限期擱置將價值 2000 億美元中國貨品進口關稅自 10% 調升至 25% 的威脅，中美關稅議題正面進展，推動全球股市上升，週一美國四大指數持續走高，惟尾盤漲幅稍有收斂，終場四大指數以小漲做收。美國四大指數短、中多格局不變，惟去年下半年高點逐漸來到，壓力將漸漸沈重。', '2. 由於美股持續上漲，激勵週一亞股全面開高，台股亦呈現開高走高格局，電子股表現優於金融、非金電，終場指數上漲 68.01 點，漲幅 0.66%，收在 10390.93，成交金額稍稍放大至 1338.72 億元。', '3. 觀察台股技術面，元月初以來盤堅格局不變，短、中期均線呈現多頭排列，日 KD 指標維持高檔強勢格局，量能尚未明顯失控，短、中多格局仍在延續，惟上檔走跌的年線壓力在 10482，去年前三季大頭部型態壓力頸線在 10500 附近，且元月份以來台股累積漲幅已大，一旦台股出現成交金額放大過速且震盪幅度加大的情況，短線或有震盪壓力，不過短、中期均線走揚情況下，預料下檔空間有限，台股指數即便拉回，去年 12 月初型態高點 10148 將有支撐。總括而論，台股短多格局不變，惟壓力漸漸增加，近期或有震盪，下檔空間有限，操作上採震盪逢回留意策略因應。觀察台股籌碼面，外資 + 123.85 億元、投信 + 5.98 億元、自營商 + 30.55 億元，三大法人合計買超 160.37 億元。', '4. 在櫃檯市場部份，櫃檯市場去年 10 月底先行見低後領先集中市場展開上攻，近期走勢稍稍趨緩，可視為台股能否持續上攻的先行指標，幾檔佔櫃檯權值的個股，電子股觀察 6488 環球晶、5347 世界先進、3105 穩懋、8299 群聯，生技股觀察 8436 大江、4147 中裕。', '5. 觀察台股盤面結構，電子 + 1.01%、金融 + 0.22%、非金電 + 0.29%、櫃檯市場 + 0.29%，週一電子股為盤面主流，金融、非金電則是陷入整理，權值電子股維持穩健上攻，次產業族群以網通、PCB、IC 設計、連接線器、MWC、工業電腦、散熱較有表現；金融股維持落後補漲模式，部份個股能夠創下新高，惟佔權值指標股上漲力道欠佳，金融股僅能個股表現；至於非金電，汽車相關、機電、紡織、醫材，短線較值得留意。', '6. 在電子股部份，週一電子股佔大盤成交比重，為三大區塊表現最強勢者，權值電子 2301 光寶科、2308 台達電、2330 台積電、2454 聯發科、2382 廣達維持強勢格局，次產業族群以網通、PCB、IC 設計、連接線器、MWC、工業電腦、散熱較有表現，網通指標股 3704 合勤控、6263 普萊德，操作上留意 6285? 碁、2345 智邦、5388 中磊；PCB 指標股 2383 台光電、4958 臻鼎 - KY、6552 易華電、5340 建榮，操作上留意 3037 欣興、4927 泰鼎 - KY、6213 聯茂；IC 設計指標股 2454 聯發科、2379 瑞昱，操作上留意 3443 創意、8016 矽創、2458 義隆電；連接線器指標股 1582 信錦、3605 宏致、3501 維熹、6115 鎰勝，操作上留意 3533 嘉澤、3023 信邦；MWC 已經開展，相關概念股聚焦 3008 大立光、2439 美律、3105 穩懋；工業電腦指標股 6414 樺漢、6245 立端、2395 研華；散熱指標股 3017 奇鋐、3338 泰碩。', '7. 在金融股部份，近期落後補漲，週一在三大區塊中表現最弱，不過金融類股中不乏創新高個股，例如 2834 台企銀、2880 華南金、5880 合庫金，但是佔權值指標股 2881 富邦金、2882 國泰金持續弱勢整理情況下，整體金融股恐怕僅能個股因應。', '8. 至於非金電，近期亦有隨著指數上攻，惟強勢族群的續攻力道較不足，短線以汽車相關、機電、紡織、醫材較值得留意，汽車相關指標股 2207 和泰車、2231 為升、5288 豐祥 - KY，操作上留意 2115 六暉 - KY、8255 朋程；機電指標股 1513 中興電、2049 上銀，操作上留意 1515 力山；紡織指標股 1402 遠東新，操作上留意 1440 南紡、1409 新纖；醫材指標股 1733 五鼎、4163 鐿鈦，操作上留意 4107 邦特、4104 佳醫。', '9. 報載 2633 台灣高鐵公佈去年財報，受惠認列所得稅利益回沖，以及運量穩定成長，去年全年稅後盈餘突破百億元大關，達 106.96 億元、YOY+100.31%，EPS1.90 元，雙雙創下歷史新高，技術面在短線均線糾結後或有上攻機會。\n\xa0']",2019/02/26 08:12,【日盛投顧】盤前分析
9,https://news.cnyes.com/news/id/4284649,[],2019/02/27 15:54,台灣集中市場投信近3日買賣超前30名
